Author;ID;PIDs;Keywords
Vinuesa, Ricardo;1126;1660119,1814839;critical value,infinite graph,largest connected component,normalisation,percolation analysis,scalar fields,sharp transition,spatial correlations,transition widths,thunderstorms,air-traffic management,weather data,numerical weather prediction,satellite images,convolutional neural network,machine learning
Schlatter, Philipp;1127;1660119,1559582;critical value,infinite graph,largest connected component,normalisation,percolation analysis,scalar fields,sharp transition,spatial correlations,transition widths
Weinkauf, Tino;1128;1660119,1707137,1273957;critical value,infinite graph,largest connected component,normalisation,percolation analysis,scalar fields,sharp transition,spatial correlations,transition widths,data visualization,scalar field visualization,augmented merge tree,pixel-based visualization,data visualization,treemaps,temporal trees
Beelen, Thomas;a22233a7-160a-4cba-b011-389d3530898f;1149012;
HILLERT, EMILIA;a1eb0e6c-9487-4fbd-b1c9-9260d552c50d;753862;
MIRABEL, JOSEPH;2a751a6d-4596-4d5c-8e41-7ce4486a79fc;766237;
Broomé, Sofia;5f3b01a8-9783-4117-99bb-07406d283977;1117763;activity recognition,human activity recognition,human activity,deep learning,rnn,cnn,lstm
BUG, DANIEL;a8010f65-4760-40b4-8147-f324e7a13b62;754499;
Andersson, Anton;019a4502-ef57-4099-b91b-23145ae60d39;1105742;sensor fusion,energy minimisation,multitarget tracking,autonomous vehicles
Palbom, Anna;398c52fb-11cb-41f3-8ef1-c0c4caae3797;10071;komplexity theory,algorithms,approxiamtion
Mikša, Mladen;0f5cf50c-2418-44a7-8552-bc5cb9e19a8d;1051001;
Yamazaki, Hiroyuki Vincent;374fccb3-7d49-4bb7-a6a8-c16d00126791;1155106;neural network,generative adversarial network,gan
Mohsin, Mohamed;1129;1610275;
Thangavelu, Ajanth;1130;1610275;
Gabrielsson, Andreas;7c0fa074-c887-4e55-924d-78410b5fe5fd;860991;nashorn,javascript,typescript,invoke dynamic,bytecode
Benjaminsson, Simon;1698;621260,485014;
Bayer, Christian;1131;525380;monte carlo methods,optimal stopping,sequential stopping rules,non-asymptotic
Hoel, Håkon;1132;525380;monte carlo methods,optimal stopping,sequential stopping rules,non-asymptotic
von Schwerin, Erik;1133;525380;monte carlo methods,optimal stopping,sequential stopping rules,non-asymptotic
Tempone, Raul;1134;525380;monte carlo methods,optimal stopping,sequential stopping rules,non-asymptotic
Zhang, Li;ecb6a687-eeb6-4086-a9f3-53b44f3fe6dd;1203492;non-prioritized multiple revision,making up one's mind,choice revision,descriptor revision,agm,believability relation,multiple believability relation,belief base,partial expansion,multiple contraction
Gillblad, Daniel;1220;13955,750694,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,quality of service
Balbas Gutierrez, David;6b6d4ff5-3ac4-431c-83e8-91358b3ae117;1614970;secure messaging – group messaging – ratcheting – group key agreement – cryptographic administrators – group administration
Apolonia, Nuno;23e730a4-78db-45e9-ad43-f4114f12e924;1238860;micro-clouds,community networks,cloud services,social networks,overlay networks,distributed systems
Ardelius, John;1217;13835,750694,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,quality of service
Linusson, Henrik;1135;1175229;confidence predictions,conformal prediction,classification,ensembles
Norinder, Ulf;1136;1175229;confidence predictions,conformal prediction,classification,ensembles
Boström, Henrik;1137;1175229;confidence predictions,conformal prediction,classification,ensembles
Johansson, Ulf;1138;1175229;confidence predictions,conformal prediction,classification,ensembles
Löfström, Tuve;1139;1175229;confidence predictions,conformal prediction,classification,ensembles
Demoucron, Matthias;724c67f2-6404-47e3-9447-6e0e463a6ffb;113911;bowed string,physical modelling,sound synthesis,performance control,violin playing,corde frottée,modélisation physique,synthèse sonore,contrôle gestuel,violon,struken sträng,fysikalisk modellering,ljudsyntes,musikutförande,violinspel
Fahlcrantz, Carl-Magnus;e848ddf8-d143-4cb4-a15d-dbdf85d0f856;14329;mottle,print quality,texture,image analysis,perception
Jäger, Simon;023d1d42-7542-4954-bb14-974d44d5808e;1606216;geospatial features,interpretable artificial intelligence,feature importance,real estate appraisal,geospatiala variabler,tolkningsbar artificiell intelligens,variabelbetydelse,fastighetsvärdering
Sjöstedt, Carl-Johan;2187b03e-5d0e-47ff-9a53-ee9394df7cd1;14449;
Shokoufandeh, Ali;1140;473383;
Dickinson, Sven;1141;473383;
Jönsson, Clas;1142;473383;
Wikström, Douglas;ddab137d-c14d-4c3a-a7e9-9c43a7b0880e;14421;
Forstén, Andreas;1143;812874,1146710;anomaly detection,receipt,unsupervised
Letzner, Josephine;1144;812874;
Rydberg, Niklas;a1e357f0-072a-4e57-beae-664b9f536571;1732950;knowledge graph embeddings,knowledge graphs,link prediction,machine learning,artificial intelligence,kunskapsgrafinbäddningar,kunskapsgrafer,länkförutsägelser,maskininlärning,artificiell intelligens
Digital Futures, KTH, Stockholm);5e57401c-814d-4fbf-b0fc-34b8ceef3ef7;1896121;
Widin, Viktor;1145;1111362;
Ahsant, Mehran;fc65d08f-f624-4d37-842f-e195a0f86bd1;159603;grid security,restricted and context-aware delegation,delegation protocol,on-demand delegation,dynamic trust federation,grid interoperability,credential mapping
Verhulsdonck, Tijmen;0b6e4f21-1d63-40fd-b3a6-d696b6f3a95a;1161376;object tracking,deep learning,siamese neural network,affine regression network,one shot learning,object detector,pid controller
Wiker, Adam;1148;1463859;
Bergmark, Fabian;d1f1b127-fad5-41a6-bab8-0e6326021f45;1098599;big data,aggregation,real-time,postgresql
Hage, Veronica;cbece243-ea88-4e6e-8176-5107609eadce;1466932;
Lillberg, Oliver;1149;1599676;eye tracking,education,online lectures,cognitive load,learning,powerpoint,chalk board,ögonspårning,utbildning,online föreläsningar,kognitiv belastning,powerpoint,svarta tavlan
Kongpachith, Erik;1150;1599676;eye tracking,education,online lectures,cognitive load,learning,powerpoint,chalk board,ögonspårning,utbildning,online föreläsningar,kognitiv belastning,powerpoint,svarta tavlan
Jin, Yifei;1151;1717398;graph convolution,software define networks,open world learning
Daoutis, Marios;1152;1717398;graph convolution,software define networks,open world learning
Holmqvist, Carl;eb3ad6e8-1816-4492-ae98-ee20ee51f1a7;1238499;machine learning,sentiment analysis,stock market prediction
Kendall, Linus;460fe87a-85d7-4481-8dd9-ee2ad0585f1e;825034;human computer interaction for development,hci4d,ict for development,ict4d,sustainability,participatory design,appropriate technology
Wallner, Alice;918bb225-8001-4843-83a7-2f6df65d1c1a;1898999;red sprites,transient luminous events,lightning detection,direction of arrival,south african storms,röda luftandar,transienta luminösa event (höghöjdsblixtar),blixtlokalisering,ankomstriktning,sydafrikanska stormar
Nellåker, Eric;1153;768564;
Lu, Xingye;1154;768564;
Hedengran, Gustav;1155;1214506;
Mohamed bin Zayed University of Artificial Intelligence);b50fea48-aa95-4780-b750-aca2fdbec20b;1647866;
Dahlbom Norgren, Nils;1157;668246,1093977;support vector machines,machine learning,relation classification
Svensson, Philip;1158;668246;
Wikstén, Louise;1159;812165;
Jendeberg, Daniel;1160;812165;
Wiksten, Louise;afb83c16-e0e6-47f7-abed-c2a73c731f2a;810580;
Widell Niigata, Kai;1162;668705;
SEDERBLAD, KALLE;1163;676659;
TÖRNEBOHM, JOHAN TÖRNEBOHM;1164;676659;
Liu, Enze;8806babc-cbaa-40d2-8164-d5c4eaaad8f1;699439;
Zhang, Guangyi;3cd8fee2-6048-4317-83fb-f60ad8985c68;1719648;submodular optimization,approximation algorithms,ranking,decision trees,diversity
Greinsmark, Hadar;1165;1105924;finance,options,gpu,gpgpu,gpu computing,binomial method,bopm,cuda
Lindström, Erik;1166;1105924;finance,options,gpu,gpgpu,gpu computing,binomial method,bopm,cuda
Karp, Martin;1167;1559582;
Cella, Marco;3ea1fbce-8f84-497e-bf2b-c97e7b7b8d44;1784238;optimal path planning,b-splines,autonomous exploration,indoor uav,crisis and disaster management,trajectory estimation,sitl,optimal banplanering,b-splines,autonom utforskning,inomhus-uav,kris- och katastrofhantering,uppskattning av banor,sitl
Lundgren, Elias;aef8271e-ecc5-47af-88ad-b486f3c79aae;1887426;transformer architecture,multiple-choice question,distractor generation,large language model,direct preference optimization,transformerarkitektur,flersvarsfrågor,distraktorgenerering,stor språkmodell,direkt preferensoptimering
Tomczak, William;1361;1909097,1699091;sports betting,odds prediction,ml,betting exchanges,financial trading formulas,sportbetting,odds prediktion,maskininlärning,spelbörs,finansiella handelsformler
Zachrisson, Mauritz;30ed131e-426a-4033-b315-a6fc1ac65112;1108474;
Verardo, Giacomo;0ab2505d-3796-4254-baa3-78322334ba81;1854989;deep learning,autoencoders,federated learning
Chiminelli, Brando;e0e474a9-89ca-4507-bef2-37485d19a520;1804293;cloud computing,microservices,kubernetes,container orchestration,auto-scaling,horizontal pod autoscaler (hpa),workloadprediction,time-series forecasting,molntjänster,mikrotjänster,kubernetes,containerorkestrering,automatisk skalning,horizontal pod autoscaler (hpa),förutsägelse avarbetsbelastning,prognoser för tidsserier
Persson, Kim;5703882b-10f5-4dda-8b8b-2f517765a0c2;902038;
Kader, Zino;1710;1799685,1593560;information retrieval,search engines,bm25 (best match 25),regression analysis,parameter estimation,learning to rank,informationsinhämtning,sökmotorer,bm25 (best match 25),regressionsanalys,parameterskattning,maskininlärning för rangordning
Welin-Berger, Robert;1168;927258;
Bäckström, Anton;1169;927258;
Grönland, Axel;c4df1f2c-eaad-4eb7-966e-a35161613508;1868496;machine learning,deep reinforcement learning,c-ran,fronthaul,performance evaluation,maskininlärning,djup förstärkningslärning,c-ran,fronthaul,prestanda utvärdering
Redzepagic, Sanjin;535159bd-f58a-4fcc-b739-b1eea2abe4a6;1901883;pathfinding,collision avoidance,polling station,agent navigation,queues,a-star,rvo2,crowd simulation,swedish election authority,unity3d,halting mechanism,privacy,voter flow rate,electoral integrity,sökvägsplanering,kollisionsundvikning,omröstning,agentnavigering,köer,a-stjärna,rvo2,folksimulering,valmyndigheten,unity3d,stoppmekanism,valhemlighet,väljarflöde,valintegritet
Ghosh, Binayak;9854b630-3909-4648-9820-17e461459434;1164171;bof,slopping,sensor fusion,image processing,machine learning,data analysis,neural networks,deep learning,bof,slopping,sensorfusion,bildbehandling,maskininlärning,dataanalys,neurala nätverk,deep learning
Tingström, Alexander;022c987a-d35f-488f-b1e6-8dc9113fc4b2;1154805;smart cards,security,single sign on,legacy systems
López Martínez, Andrés;881339cd-7921-4f46-aa9b-2209c1d9c930;1512083;
Gramfors, Dexter;1f7b9b10-a6ff-46d1-8dd4-69ca2d9a6755;947130;parallel computing,multicore,python
Chavez, Daniel;1400;953533;map projection,reprojection,raster,gpu
Appelgren, Filip;8428c069-4d96-4772-aa6b-175908e18813;1613536;deep learning,lpi,radar,cnn,parameter estimation,djupinlärning,lpi,radar,faltningsnätverk,parameterestimering
Xu, Bowen;b58891bb-1810-4618-b1aa-8a701d5c5635;1638177;location privacy attack and evaluation,mobile network simulation,parasitic attacker,heuristic lstm
Wenner, Cenny;f5b85bdb-b40f-4e2b-878d-86bef1c8fc1b;748473;approximation hardness,approximation resistance,parity,usefulness,negations,monotone,constraint satisfaction problems,smoothness,multilayer
Gabrail, Fedel;1170;1112181;
Bråtfors, Robin;1171;1112181;
Olafsson, Björgvin;c4866336-f671-4630-9da0-23f33e2bb228;1057748;pomdp,policy gradient,optimal control,object detection,computer vision,information rewards,fixation policy,observation model
Abdulaziz Ali Haseeb, Mohamed;54e33393-dc0a-4f5d-8f02-55061eb98b4f;1150765;wi-fi,rssi,gesture recognition,rnn,lstm,neural network,deep learning
MENGANA, BASHAR;a37d804c-d07e-426f-b245-5f925fad0a44;700130;
Edström, Viktor;1172;1463784;
Zeynalli, Eldar;1173;1463784;
Andersson, Philip;041a906b-d21f-4d42-b967-94f61e1fb8ad;1708534;cybersecurity,penetration testing,in-vehicle infotainment system,android automotive,iso/sae 21434,cybersäkerhet,penetrationstestning,infotainmentsystem i fordon,android automotive,iso/sae 21434
Ringvall, Linus;1174;1464511;
Liu, Shuyuan;ae1f6a62-7786-4db7-ae15-04d30e91649f;1750933;iot,smart door lock,state consistency,mitm attack,replay attack,reverse engineering,gps spoofing,dos attack,iot,smart dörrlås,tillståndskonsistens,mitm-attack,replay-attack,reverse engineering,gps-spoofing,dos attack
Henning, Johan;3aba5b03-f7a6-4d21-9bfb-0a71d51b623f;1748061;firmware,drivers,wifi,ethical hacking,penetration testing.,firmware,drivrutiner,wifi,etisk hackning,penetration testing.
Mikheeva, Olga;8360fbd4-3d5b-41e1-88d2-3e2e3dbf7180;1155289;representation learning,facial expression,variational autoencoder
JOHANSSON, PATRIK;62f1dc36-4d56-4cba-a4f5-2f0403509159;680183;
Koniaris, Christos;dc3de769-be91-429e-9429-4dc66a57fb36;552336;feature extraction,feature selection,auditory models,mfccs,speech recognition,distortion measures,perturbation analysis,psychoacoustics,human perception,sensitivity matrix,pronunciation error detection,phoneme,second language,perceptual assessment
Eslami Kiasari, Abbas;4c4f5e9f-e9f6-4b98-a5af-0bfd6504d1d6;676041;
Olsson, Joakim;1176;1609940;
Christiansson, Stefan;1177;1609940;
Brogärd, André;1179;1465073;
VIKSTÉN, HENRIK;1180;668236;
MATTSSON, VIKTOR;1181;668236;
Lingtorp, Alexander;1182;1107715;
Mossmyr, Simon;1183;1107715;
Liljedahl, Fredrik;1184;1105393;
Manske, Alexander;1185;1105393;
Ong, Shyhwang;1186;926967;
Täcklind, Anton;1187;926967;
Söderman, Felix;7a0896bf-7671-4009-ac34-d1cf5aedc361;1897043;xdp,af_xdp,dpdk,networking,linux,user space,kernel space,zero-copy,socket,multi-buffer,xdp,af_xdp,dpdk,nätverk,linux,användarutrymme,kärnutrymme,noll-kopiering,fler-buffert
Johannes Fridén Rasmussen, Adam;1188;1912183;simd,vectorization,parallelism,sve,sort,merge sort,bitonic sort,simd,vektorisering,parallelism,sve,merge sortering,bitonic sortering
Åkerström, Gustav;1189;1912183;simd,vectorization,parallelism,sve,sort,merge sort,bitonic sort,simd,vektorisering,parallelism,sve,merge sortering,bitonic sortering
Nilsen, Johanna;7d30421c-7c96-4689-ae3a-dced7d1ae4f0;1783247;cloud computing,containerisation,kubernetes,google kubernetes engine,autoscaling,horizontal pod autoscaling,vertical pod autoscaling,hybrid pod autoscaling,molntjänster,containerisering,kubernetes,google kubernetes engine,autoskalning,horisontell pod-autoskalning,vertikal pod-autoskalning,hybrid pod-autoskalning
Anderzén Rodenkirchen, Sven;1190;1214001;
Granström, Marcus;1191;1214001;
Vidas, Dario;4ec2efd8-1143-4d8f-b6ef-16afb5903426;955111;stereo vision,stereo reconstruction algorithms,near-infrared images,algorithm performance evaluation
Sandberg, Oscar;bbeec19b-216c-47d9-86a1-46272f5d44a3;1904964;quadtree,algorithm,cutting process,cython,c++,python,benchmark,quadtree,algoritm,beskärningsprocess,cython,c++,python
Edeland, Johan;1192;1801007;event-based architecture,message broker,latency testing,load testing,data streaming,cloud,backend,apache kafka,amazon simple queue service,amazon simple notification service,händelsedriven arkitektur,meddelandebuss,latenstestning,lasttestning,data strömning,moln,apache kafka,amazon simple queue service,amazon simple notification service
Zivkovic, Ivan;1193;1801007;event-based architecture,message broker,latency testing,load testing,data streaming,cloud,backend,apache kafka,amazon simple queue service,amazon simple notification service,händelsedriven arkitektur,meddelandebuss,latenstestning,lasttestning,data strömning,moln,apache kafka,amazon simple queue service,amazon simple notification service
Bhat, Nathan;1194;1212575;game engine,game loop,game object,concurrency,scheduling,coroutine,update calls,gameplay,prioritizing
Åsberg, Filip;1195;1212575;game engine,game loop,game object,concurrency,scheduling,coroutine,update calls,gameplay,prioritizing
Kaeslin, Alain E.;16c4edfd-8819-41fe-8df8-c77102244870;954999;cache hierarchy,caches,communication overhead,data structures,discrete-event simulation,heap memory,linear speedup,logistic support,low-overhead profiler,memory allocator,microarchitecture,microarchitecture analysis,multi-core,optimisation,parallel execution,profiler,runtime,scalability,scalability bottlenecks,scalable memory allocator,simulation,translation lookaside buffer,translation lookaside buffer thrashing,tlb
Ryrstedt, Emmy;d18807ed-6f34-4a7e-a8a0-8e6c8f45dbe0;1147713;
Retuerto Gutierrez, Rodrigo;1197;1215852;
Raunio, Magnus;1f3b2598-05c0-4dbd-ab46-6c5f3aaac47c;758921;
Andersson, Morgan;398c63a2-aee1-4c63-a684-2a9592a30f87;1244710;information filtering,recommender systems,news videos,content-based filtering,collaborative filtering,hybrid filtering
Schmekel, Daniel;275b164e-e281-4f53-bcd8-acf65357cd45;1709471;reward shaping,personalization,ret optimization,reinforcement learning,reward shaping,individuell anpassning,ret optimering
Gudjonsdottir, Rosa;16187446-7b55-4baf-80cc-2708576bf0c9;319155;ethnographic fieldwork,multi-sited fieldwork,participant observation,user-centered design,user research,personas,scenarios
Liu, Dong;f80ce993-d65a-49ac-8bb0-0066add430e9;1476655;bayesian methods,graphical models,inference,learning,statistics
Bragone, Federica;94bf49e7-6dc3-4289-9bb6-da8e2c54c148;1803600;physics-informed neural networks,machine learning,data-driven methods,circular economy,power systems components,sustainability,cellulose nanofibrils,fysikinformerade neurala nätverk,maskininlärning,datadrivna metoder,cirkulär ekonomi,kraftsystemets komponenter,hållbarhet,cellulosananofibriller
ARVIDSSON, OSKAR;659c5b9b-0c3d-4788-b0bf-7757242dccac;727099;
Bengani, Arham;fcba68b6-f6c6-48b5-b893-e8c42580b4fc;1604016;augmented reality,ar,technology-enhanced learning,pointing in augmented reality,gestures in augmented reality
Vu, Minh Thành;1200;1107165,1579745;biometrics (access control),noise measurement,privacy,authentication,databases,indexes,data privacy,biometrics,identification systems,noisy enrollment,secrecy
Eriksson, Daniel;2aea251a-5ca8-4bde-ba12-7cb4d8384079;700160;
Köhl, Jesper;aba1b51a-d7f5-4785-8ade-c353cce4451c;699713;
HUNG, VICTOR;1201;770004;
LARSSON, LARS;1202;770004;
Andersson, Moa;1209;1668626,1464572;ocr,ocr post-processing,ocr post-correction,nmt,lexical model,ocr,efterbehandling för ocr,post-korrigering för ocr,nmt,lexikal modell
Sjöberg, Mikael;f27d2125-189b-49a6-9380-9c304ad4349f;1121030;post-quantum algorithms,digital signature algorithms,public key infrastructures
OLSSON, SEBASTIAN;1203;668716;
ÅKESSON, JONATAN;1204;668716;
Sandner, Leon;bb8d3470-26fe-404d-ab34-246ba2d5724c;1834163;distributed ledger,blockchain,consensus protocol,giskard,hyperledger sawtooth,distribuerade huvudbok,blockchain,konsensus,giskard,hyperledger sawtooth
Gedda, Emil;1205;1106630;ptp,ieee1588,accuracy,precision,time synchronization,clocks,stability,system load,real time system
Eriksson, Anders;1206;1106630;ptp,ieee1588,accuracy,precision,time synchronization,clocks,stability,system load,real time system
Ulfsson, Hugo;8ab800cb-ca7d-4c51-8861-b03cd2cf2ee1;1108334;
Darnald, Johan;1648;1196509,812783;machine learning,random forest,support vector machine,neural network
Stenqvist, Evita;1207;1110776;bitcoin,sentiment analysis,twitter data mining,prediction,cryptocurrency
Lönnö, Jacob;1208;1110776;bitcoin,sentiment analysis,twitter data mining,prediction,cryptocurrency
Wirgård WIklund, Jacob;1673;1707586;
Martin, Elliot;69a0f18e-c006-4527-981c-6dfdfca6ca9e;1901072;b2b,churn,prediction,machine learning,b2b,kundbortfall,förutsägning,maskininlärning
Binesh Tarigh, Morvarid Sadat;f29c39e1-6aff-43b5-a7c2-d0dcb142f7c9;1779001;drug discovery,pbpk,machine learning,pk,qsar,molecular descriptors,upptäckt av droger,pbpk,maskininlärning,pk,qsar,molekylära deskriptorer
Hlynur Davíð, Hlynsson;2aa8a369-b79e-414e-8492-c70c74488398;1121059;othello,board games,supervised learning,deep learning,convolutional neural networks,move prediction,feature engineering
Mona, Dadoun;98305d31-f905-4e60-8643-6eba8960d04a;1118354;machine learning,fashion prediction,supervised learning,prediction,forecast,computer science,algorithms,classification
Tran, Lisa;1210;1464572;
Jernbäcker, Carl;1211;1106715;
Pojan, Shahrivar;1212;1106715;
Maus, Rickard;1213;1593084,1856441;contrastive learning,joint-embedding predictive architectures,multi-object tracking,representation learning,kontrastiv inlärning,prediktiva arkitekturer med gemensam inbäddning,spårning av flera objekt,representationsinlärning
Arvidsson, Mattias;1214;1593084,1887987;anomaly detection,deep learning,vision transformer,photomask,anomalidetektering,djupinlärning,vision transformer,fotomask
Yanggratoke, Rerngvit;1215;750694,587561,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,distributed object store,key-value store,performance measurements,performance modeling,response times,streaming media services,system dimensioning,quality of service
Ahmed, Jawwad;1216;750694,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,quality of service
Flinta, Christofer;1218;750694,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,quality of service
Johnsson, Andreas;1219;750694,849585;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,quality of service
Stadler, Rolf;1221;750694,587561,849585,464025;quality of service,cloud computing,network analytics,statistical learning,machine learning,video streaming,distributed object store,key-value store,performance measurements,performance modeling,response times,streaming media services,system dimensioning,quality of service,information-centric networking,metadata search,distributed management
SKATTMAN, AGNES;98866183-558e-4a65-9f7d-4cfdf676293a;680745;
Goldmann, Mikael;1223;587561;distributed object store,key-value store,performance measurements,performance modeling,response times,streaming media services,system dimensioning
Siwerz, Robert;1224;1108597;
Dahlén, Christopher;1225;1108597;
Alpire, Adam;ce3172e4-7cc0-4844-ab31-1e5b28059744;1149096;deep learning,climate science prediction,regression,convolutional neural network,solar radiation,tensorflow.,djupinlärning,klimatprediktion,regression,neurala faltningsnätverk,solstrålning,tensorflow.
Elia, Sanherib;1486;1851220,1596461;student performance prediction,programming education,unit test snapshot,machine learning,educational data mining,förutsägelse av studentprestationer,programmeringsutbildning,snapshot av enhetstest,maskininlärning,educational data mining
Zander, Gustav;cbd13c40-4ee7-47c3-91dc-a7e0ecceb42b;1082065;taxi,neural,network
Dallagiacoma, Marco;736d2cac-4e54-41cb-981b-14858ffdfde5;1149017;
Nordin Stensö, Isak;30aefded-291a-4339-b2b3-8e3aba33fe33;1229533;lstm,thunderstorms,machine learning,nowcasting,lstm,åskstormar,maskininlärning
Martins, Helder;84dc40de-11bf-4ae0-b5ab-7757ffe9c16a;1153731;churn prediction,streaming services,lstm,rnn
Lundin, Oscar;1226;1707141;eigenfrequencies,room acoustics,machine learning
Qiu, Xuanbin;09297a51-756e-44d4-830a-2128173cb48d;864254;peptide,retention time,gaussian processes
ARFVIDSSON, EMIL;3b061aa1-b8d0-4753-8077-2c9d8b8fdd7e;700508;
Norrman, Fredrik;1227;1111289;
Stintzing, Josefin;1228;1111289;
Kruczek, Daniel;8b884d2e-06af-45af-a9e9-a226dcc0903f;1193002;shotgun proteomics,retention time,retention time prediction,neural networks,convolutional neural networks
Törnqvist, Eric;1229;1121353;high frequency,neural network,computer science,stock market,finance,fintech,machine learning,yield,prediction,forecast,deep neural network,algo trading,financial instruments,correlation
Guan, Xing;1230;1121353;high frequency,neural network,computer science,stock market,finance,fintech,machine learning,yield,prediction,forecast,deep neural network,algo trading,financial instruments,correlation
Adlers, Jacob;1231;1212698;machine learning,tensorflow
Pihl, Gustaf;1232;1212698;machine learning,tensorflow
Nilsson, Robert;1233;1217917;machine learning,prediction,weather,train delay,neural network,decision tree,adaboost,maskininlärning,förutsägelse,väder,förseningar,neural networks
Henning, Kim;1234;1217917;machine learning,prediction,weather,train delay,neural network,decision tree,adaboost,maskininlärning,förutsägelse,väder,förseningar,neural networks
Song, Ci;0cbf08e8-9d96-4d70-8cad-d50ff58ada68;1885514;condition monitoring,fault detection,heat pump and refrigeration system,neural network,gmm,tillståndsövervakning,feldetektering,värmepump och kylsystem,neurala nätverk,gmm
Ekstedt, Erik;9d1ecf23-1d14-4af1-a154-f0a10c08a3fb;1812269;turn-taking,spoken dialog system,human computer interaction,turtagning,talad dialog,människa-data interaktion
Janryd, Balder;1235;1865596;sensitive data,machine learning (ml),large language model (llm),code analysis,llama 3,data privacy,membership inference attack (mia),känsliga data,maskininlärning (ml),stor språkmodell (llm),kodanalys,llama 3,datasekretess,medlemskapsinfiltrationsattack (mia)
Johansson, Tim;1236;1865596;sensitive data,machine learning (ml),large language model (llm),code analysis,llama 3,data privacy,membership inference attack (mia),känsliga data,maskininlärning (ml),stor språkmodell (llm),kodanalys,llama 3,datasekretess,medlemskapsinfiltrationsattack (mia)
Greschbach, Benjamin;1516;808202,1046856,1046673,680801;privacy,online social networks,decentralization,privacy,online social networks,decentralized online social networks,tor,website fingerprinting,correlation attacks,anonymity,dns
Khan, Md Sakib Nizam;b7a64118-4d2c-4334-81e5-26142bc878aa;1500879,1755956;privacy,autonomous systems,iot,smart home,privacy,intelligent systems,synthetic data,machine learning
Lindqvist, Anton;ff927e05-b6eb-4943-83ec-32cfefe6286d;1119313;privacy,audit,logging,security,bloom filter,merkle tree
Zhou, Linghui;1237;1579745;biometrics (access control),noise measurement,privacy,authentication,databases,indexes,data privacy,biometrics,identification systems,noisy enrollment,secrecy
Laud, Peeter;1238;773107;
Nee, Amanda;c6e51cfa-e429-45ec-8252-938e37be81ab;1774224;sim,secure channel protocol 80 (scp80),proactive commands,proxy,sim,säkert kanalprotokoll 80 (scp80),proaktiva anrop,proxy
Sjölén, Johan;1240;1215050,1471675;
Ullah, Ikram;701d731e-3a1a-4192-bfeb-08797ac5a954;814537;phylogenetics,phylogenomics,gene tree,species tree,expectation maximization,mixture model,dynamic programming,markov chain monte carlo,prime,jprime
AMINO, ROBERT;1241;769838;
BAITAR, JONI;1242;769838;
Larsson, Emil;bcf68903-d7d1-4770-8dd2-cee2cbb57988;1749925;europa,jupiter,hubble space telescope,water,plumes,europa,jupiter,hubbleteleskopet,vatten,plymer
Heddini, August;cd6ce544-d9ad-497e-9b18-37626bbb9332;1868135;software testing,integration testing,hardware-in-the-loop testing,hil,industrial control system,scada,probing-based testing,testingmethodology,mjukvarutestning,integrationstestning,hil,idustriella kontrollsystem,scada,sonderingsbaserad testning,testningsmetodik
Wessman, Love;1575;1757218,1463797;procedural modeling,building facades,wear and tear,procedurell modellering,byggnadsfasader,slitage
Huisman, Marieke;1243;650753,459633;temporal logic,model checking,maximal models
Karlström, Patrik;1245;928312;
Stefan, Vasic;1246;1109910;machine learning,svm,naive bayes,dbscan
Nicklas, Lindgren;1247;1109910;machine learning,svm,naive bayes,dbscan
Bäck, Filip;1248;1610238;
Nordwall, Kevin;1249;1610238;
Webb, Jack;ae83f7db-6546-42fe-a691-60063ca86054;1853006;tactile programming,image recognition,support vector machine,shape classification,taktil programmering,bildigenkänning,stödvektormaskin,formklassificering
Åkerblom, Beatrice;1250;1349621;
Castegren, Elias;1251;1349621,1556115;syntax,ambiguity
Wrigstad, Tobias;1252;1349621;
Jauad Almeida Marques, Malin;c160c958-056e-49b6-8db0-a04a8e7074dc;1702137;progressive web application,native application,mobile application,user experience,progressiv webbapplikation,nativ applikation,mobilapplikation,användarupplevelse
Thellström, Benjamin;89b9fb55-f6ff-4ff4-b6e5-430ea6075b26;1835618;
Westerberg, Adrian;97f7d0de-22f4-4a82-98a3-2958a00b01da;1606484;formal verification,binary analysis,interactive theorem proving,indirect jump resolution,formell verifiering,binär analys,interaktiv teorembevisning,indirekt hopp bestämning
Lameris, Harm;1253;1761460;speech synthesis,prosodic control,neuralhmm,spontaneous speech,creaky voice
Mehta, Shivam;1254;1761460;speech synthesis,prosodic control,neuralhmm,spontaneous speech,creaky voice
Tsardakas Renhuldt, Nikos;187ce5a9-954c-451e-b2d9-f3a872ae6770;1228846;protein contact prediction,contact prediction,protein structure,deep learning,machine learning
NAVARRO, JOSÉ FERNANDEZ;91d0771a-d608-42a6-b8e2-d5a9d5334049;678956;
Agerblad, Josefin;1255;668253;
Andersen, Martin;1256;668253;
Jangefalk, Michaela;b2dcc447-ab8a-4356-89ce-d277c21d17b9;1466923;
Sedar, Roshan;1257;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
Antichi, Gianni;1258;1374999;programmable networks,network robustness,fast reroute,fast failover,shortest common supersequence
